epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,4877.84,1.44245,1.11571,1.10625,0.50189,0.38516,0.40243,0.23951,1.37456,1.06228,1.09102,0.00863875,0.00863875,0.00863875
57,4964.54,1.43911,1.11258,1.10487,0.49951,0.39148,0.40485,0.24076,1.37042,1.06095,1.09029,0.008614,0.008614,0.008614
58,5051.37,1.44156,1.10963,1.10408,0.50146,0.38568,0.40236,0.24058,1.36959,1.05736,1.08854,0.00858925,0.00858925,0.00858925
59,5138.48,1.44076,1.10732,1.10566,0.50699,0.38618,0.40161,0.24057,1.3692,1.05726,1.08786,0.0085645,0.0085645,0.0085645
60,5224.69,1.43525,1.1071,1.09939,0.50855,0.39311,0.4068,0.24325,1.36589,1.05001,1.0846,0.00853975,0.00853975,0.00853975
61,5310.57,1.43915,1.10654,1.09969,0.49429,0.39823,0.40577,0.24285,1.36247,1.04913,1.08275,0.008515,0.008515,0.008515
62,5396.92,1.429,1.0913,1.09752,0.51681,0.38993,0.40756,0.24492,1.36296,1.04759,1.08207,0.00849025,0.00849025,0.00849025
63,5483.2,1.4267,1.09254,1.09516,0.50063,0.39647,0.40785,0.24552,1.36388,1.04524,1.08175,0.0084655,0.0084655,0.0084655
64,5569.74,1.43786,1.0973,1.09605,0.495,0.39469,0.40836,0.24661,1.36253,1.04703,1.08084,0.00844075,0.00844075,0.00844075
65,5656.21,1.42589,1.09283,1.09357,0.50963,0.39628,0.41094,0.24726,1.35817,1.04138,1.0793,0.008416,0.008416,0.008416
66,5741.65,1.42985,1.09309,1.09479,0.51391,0.39905,0.4136,0.24928,1.35558,1.03868,1.07789,0.00839125,0.00839125,0.00839125
67,5828.52,1.42369,1.08629,1.09072,0.51058,0.40126,0.41491,0.24963,1.35504,1.03569,1.07775,0.0083665,0.0083665,0.0083665
68,5915.07,1.41653,1.07818,1.08893,0.51217,0.39825,0.41447,0.24925,1.35709,1.03558,1.0772,0.00834175,0.00834175,0.00834175
69,6001.63,1.42013,1.08113,1.09074,0.5084,0.39974,0.41441,0.24982,1.35254,1.03355,1.07514,0.008317,0.008317,0.008317
70,6088.48,1.41718,1.07502,1.08749,0.50984,0.40046,0.41446,0.2491,1.35418,1.03351,1.0752,0.00829225,0.00829225,0.00829225
71,6175.44,1.41975,1.07666,1.0875,0.52858,0.39374,0.41705,0.25121,1.35197,1.0311,1.07377,0.0082675,0.0082675,0.0082675
72,6261.39,1.41874,1.07796,1.08512,0.5225,0.39945,0.41805,0.25103,1.35291,1.02987,1.07425,0.00824275,0.00824275,0.00824275
73,6347.76,1.41159,1.06971,1.08689,0.50948,0.40381,0.41687,0.25156,1.35034,1.02892,1.0724,0.008218,0.008218,0.008218
74,6433.58,1.41173,1.06762,1.08217,0.51751,0.40403,0.42076,0.25283,1.34789,1.02464,1.06968,0.00819325,0.00819325,0.00819325
75,6519.65,1.40619,1.0633,1.07764,0.51729,0.40289,0.42122,0.2545,1.34682,1.02367,1.06976,0.0081685,0.0081685,0.0081685
76,6606.47,1.40541,1.05972,1.07887,0.51751,0.40115,0.42044,0.25399,1.34599,1.02267,1.06941,0.00814375,0.00814375,0.00814375
77,6692.81,1.40751,1.06158,1.07904,0.51903,0.40097,0.42012,0.25462,1.34591,1.02343,1.06843,0.008119,0.008119,0.008119
78,6779.54,1.40603,1.05941,1.07996,0.5145,0.40717,0.42149,0.25462,1.34498,1.01948,1.06782,0.00809425,0.00809425,0.00809425
79,6866.42,1.40317,1.05541,1.08078,0.51765,0.407,0.42342,0.25593,1.34343,1.01918,1.0672,0.0080695,0.0080695,0.0080695
80,6953.02,1.40382,1.05351,1.0754,0.52596,0.40611,0.42483,0.2568,1.34427,1.01784,1.06645,0.00804475,0.00804475,0.00804475
81,7039.2,1.40482,1.05233,1.07593,0.51892,0.4071,0.4233,0.25529,1.34395,1.01743,1.06694,0.00802,0.00802,0.00802
82,7125.08,1.39925,1.0512,1.07505,0.53399,0.40112,0.42401,0.25598,1.34267,1.01753,1.06612,0.00799525,0.00799525,0.00799525
83,7211.24,1.40179,1.04581,1.07343,0.53322,0.40589,0.42441,0.25617,1.34188,1.01492,1.06462,0.0079705,0.0079705,0.0079705
84,7297.57,1.3986,1.04991,1.07168,0.53524,0.40576,0.42568,0.25752,1.34072,1.01303,1.06406,0.00794575,0.00794575,0.00794575
85,7383.56,1.39593,1.04125,1.07246,0.52052,0.41459,0.4261,0.25793,1.33976,1.01039,1.0631,0.007921,0.007921,0.007921
86,7469.98,1.39855,1.04287,1.07276,0.52349,0.41173,0.42673,0.25836,1.33905,1.00972,1.06213,0.00789625,0.00789625,0.00789625
