epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,908.903,1.59961,1.09326,1.42313,0.82022,0.64286,0.7169,0.36196,1.90512,1.39407,1.5592,0.00173072,0.00173072,0.00173072
70,921.971,1.61747,1.11584,1.41703,0.82081,0.64935,0.71592,0.37247,1.84058,1.38363,1.53419,0.00172676,0.00172676,0.00172676
71,935.169,1.63711,1.12752,1.43406,0.78708,0.66883,0.71464,0.3835,1.80268,1.46775,1.49978,0.0017228,0.0017228,0.0017228
72,948.287,1.58078,1.09482,1.4396,0.79396,0.67857,0.71373,0.37009,1.88776,1.37827,1.54829,0.00171884,0.00171884,0.00171884
73,962.181,1.6182,1.15799,1.43883,0.75921,0.67695,0.7108,0.38336,1.82862,1.47061,1.50038,0.00171488,0.00171488,0.00171488
74,975.301,1.63114,1.13812,1.41059,0.78971,0.68277,0.72248,0.37504,1.88087,1.35937,1.53873,0.00171092,0.00171092,0.00171092
75,988.287,1.59611,1.12622,1.43341,0.83209,0.64448,0.70671,0.36433,1.85592,1.53351,1.5333,0.00170696,0.00170696,0.00170696
76,1002.1,1.61354,1.14667,1.42818,0.83272,0.67857,0.73947,0.37134,1.89245,1.51765,1.56521,0.001703,0.001703,0.001703
77,1015.48,1.60639,1.17483,1.42926,0.80918,0.68344,0.72553,0.37719,1.80731,1.46257,1.51038,0.00169904,0.00169904,0.00169904
78,1029.15,1.64012,1.19457,1.46329,0.78775,0.68669,0.72668,0.38029,1.82393,1.53794,1.5142,0.00169508,0.00169508,0.00169508
79,1042.17,1.59841,1.09464,1.41133,0.79435,0.64585,0.71439,0.39245,1.76673,1.45704,1.48636,0.00169112,0.00169112,0.00169112
80,1055.09,1.56682,1.06205,1.38089,0.88183,0.67843,0.74355,0.41576,1.71185,1.29442,1.45538,0.00168716,0.00168716,0.00168716
81,1068.54,1.57521,1.07042,1.40014,0.81441,0.70455,0.7488,0.4074,1.81166,1.27655,1.49133,0.0016832,0.0016832,0.0016832
82,1081.81,1.57429,1.02469,1.38493,0.83711,0.68019,0.7434,0.38533,1.82641,1.35883,1.52564,0.00167924,0.00167924,0.00167924
83,1095.31,1.55715,1.061,1.42647,0.80698,0.66396,0.72665,0.3777,1.87388,1.51962,1.53528,0.00167528,0.00167528,0.00167528
84,1108.3,1.57538,1.06371,1.39582,0.8082,0.69643,0.73796,0.38333,1.84632,1.46475,1.53262,0.00167132,0.00167132,0.00167132
85,1121.31,1.58976,1.09957,1.42297,0.82598,0.65496,0.72694,0.37381,1.87504,1.29848,1.53846,0.00166736,0.00166736,0.00166736
86,1134.45,1.57152,1.04333,1.38601,0.83925,0.69643,0.74045,0.39352,1.81503,1.30406,1.49748,0.0016634,0.0016634,0.0016634
87,1147.59,1.60618,1.09138,1.4133,0.78245,0.70064,0.71284,0.36453,1.82654,1.40217,1.49373,0.00165944,0.00165944,0.00165944
88,1160.84,1.53559,1.009,1.36744,0.82491,0.69968,0.74267,0.40351,1.77961,1.3547,1.47065,0.00165548,0.00165548,0.00165548
89,1173.9,1.55492,1.03456,1.38482,0.81907,0.67611,0.73113,0.37977,1.90198,1.36128,1.54648,0.00165152,0.00165152,0.00165152
90,1186.95,1.56798,1.04405,1.39218,0.83817,0.68344,0.74852,0.39937,1.87117,1.35287,1.54337,0.00164756,0.00164756,0.00164756
91,1200.05,1.54247,1.0372,1.37739,0.80259,0.70618,0.74806,0.39254,1.83019,1.36053,1.52116,0.0016436,0.0016436,0.0016436
92,1213.89,1.56273,1.06778,1.42208,0.84251,0.68669,0.75013,0.39467,1.85467,1.48396,1.56249,0.00163964,0.00163964,0.00163964
93,1226.95,1.56781,1.06744,1.38512,0.83284,0.69643,0.75346,0.40716,1.79097,1.30584,1.50768,0.00163568,0.00163568,0.00163568
94,1240.19,1.5562,1.08049,1.39354,0.77492,0.70981,0.71879,0.38259,1.85729,1.38175,1.52889,0.00163172,0.00163172,0.00163172
95,1253.14,1.55581,1.03523,1.38336,0.81769,0.68019,0.73764,0.38011,1.84808,1.48145,1.52233,0.00162776,0.00162776,0.00162776
96,1266.33,1.55837,1.07633,1.408,0.82667,0.68909,0.74737,0.39307,1.82745,1.32282,1.51609,0.0016238,0.0016238,0.0016238
97,1279.27,1.54523,1.00275,1.38046,0.83378,0.68019,0.74215,0.38261,1.8531,1.50115,1.5733,0.00161984,0.00161984,0.00161984
98,1292.32,1.55115,1.00615,1.40581,0.83389,0.69156,0.74571,0.37051,1.92505,1.29152,1.58454,0.00161588,0.00161588,0.00161588
99,1305.78,1.56449,1.03134,1.37515,0.8038,0.70617,0.73695,0.40048,1.76202,1.5078,1.47692,0.00161192,0.00161192,0.00161192
100,1318.76,1.53209,0.98604,1.36412,0.81767,0.67532,0.73593,0.36564,1.87319,1.4852,1.56937,0.00160796,0.00160796,0.00160796
101,1332.16,1.52753,0.9933,1.35981,0.83459,0.69156,0.74223,0.3816,1.84943,1.34086,1.53346,0.001604,0.001604,0.001604
102,1345.21,1.54211,1.00566,1.36948,0.79255,0.71591,0.7429,0.40057,1.80813,1.40439,1.51402,0.00160004,0.00160004,0.00160004
103,1358.41,1.51562,0.97218,1.36307,0.85719,0.69181,0.75151,0.36958,1.90711,1.25951,1.57577,0.00159608,0.00159608,0.00159608
104,1372.08,1.53574,1.01614,1.36198,0.83804,0.69717,0.74151,0.39148,1.82578,1.38959,1.50077,0.00159212,0.00159212,0.00159212
105,1385.26,1.52498,1.00495,1.35849,0.84602,0.68831,0.74107,0.36884,1.93515,1.3542,1.60253,0.00158816,0.00158816,0.00158816
106,1398.28,1.51536,0.98082,1.35421,0.80299,0.68344,0.72975,0.36811,1.95822,1.33525,1.58538,0.0015842,0.0015842,0.0015842
107,1411.26,1.52629,0.97937,1.38078,0.83328,0.66721,0.73054,0.4011,1.79844,1.39955,1.50833,0.00158024,0.00158024,0.00158024
108,1424.34,1.56653,1.01183,1.36927,0.81605,0.67696,0.72943,0.3512,1.9937,1.34285,1.63847,0.00157628,0.00157628,0.00157628
109,1437.37,1.53836,0.98002,1.34524,0.84069,0.70247,0.75026,0.38708,1.88678,1.32042,1.55636,0.00157232,0.00157232,0.00157232
110,1450.86,1.54596,1.00077,1.39188,0.85503,0.68936,0.75662,0.4083,1.76828,1.39333,1.4722,0.00156836,0.00156836,0.00156836
111,1463.98,1.54524,1.00175,1.38602,0.83665,0.69481,0.74042,0.38485,1.88531,1.35238,1.55984,0.0015644,0.0015644,0.0015644
112,1477.14,1.55808,0.9948,1.38853,0.8428,0.69628,0.74799,0.38844,1.88537,1.32335,1.54274,0.00156044,0.00156044,0.00156044
113,1490.43,1.5259,0.96866,1.34983,0.81701,0.71031,0.74978,0.38878,1.8474,1.33484,1.53068,0.00155648,0.00155648,0.00155648
114,1503.58,1.50637,1.02199,1.37065,0.8566,0.68849,0.75459,0.3645,1.90168,1.40108,1.578,0.00155252,0.00155252,0.00155252
115,1516.6,1.5516,0.98779,1.38045,0.85613,0.71916,0.76525,0.3739,1.90549,1.36465,1.59252,0.00154856,0.00154856,0.00154856
116,1530.37,1.53012,0.9826,1.33408,0.86541,0.7098,0.77103,0.41223,1.8055,1.44136,1.49085,0.0015446,0.0015446,0.0015446
117,1543.37,1.48316,0.96343,1.331,0.83121,0.68019,0.73981,0.3514,1.9981,1.3948,1.66458,0.00154064,0.00154064,0.00154064
118,1556.42,1.50412,0.98239,1.3711,0.86659,0.68669,0.74998,0.39538,1.83825,1.3098,1.5267,0.00153668,0.00153668,0.00153668
119,1569.47,1.49475,0.96356,1.34168,0.85983,0.67695,0.73875,0.38791,1.86051,1.32302,1.53552,0.00153272,0.00153272,0.00153272
120,1582.7,1.48806,0.93936,1.33096,0.82568,0.69971,0.74953,0.38043,1.90206,1.37362,1.55018,0.00152876,0.00152876,0.00152876
121,1595.7,1.50039,0.94581,1.332,0.80826,0.69118,0.726,0.37257,1.87809,1.38883,1.55475,0.0015248,0.0015248,0.0015248
122,1608.72,1.48985,0.99533,1.37663,0.87452,0.66752,0.74951,0.38847,1.86774,1.29863,1.56683,0.00152084,0.00152084,0.00152084
123,1621.82,1.50589,0.93786,1.37086,0.8619,0.69908,0.75341,0.41526,1.75726,1.29111,1.47921,0.00151688,0.00151688,0.00151688
124,1635.05,1.52923,1.01415,1.38074,0.85301,0.69714,0.75713,0.3593,1.90813,1.32753,1.60715,0.00151292,0.00151292,0.00151292
125,1648.61,1.53417,1.01022,1.3628,0.83121,0.72749,0.76026,0.38871,1.83422,1.53506,1.53753,0.00150896,0.00150896,0.00150896
126,1662.29,1.50383,0.98053,1.33058,0.8422,0.71104,0.75251,0.41351,1.77932,1.58023,1.49228,0.001505,0.001505,0.001505
127,1675.19,1.51136,0.9945,1.3469,0.82786,0.70455,0.74752,0.36378,1.96339,1.44896,1.63408,0.00150104,0.00150104,0.00150104
128,1689.23,1.51024,0.986,1.36194,0.82862,0.71424,0.74851,0.3876,1.86907,1.90025,1.57473,0.00149708,0.00149708,0.00149708
129,1702.16,1.46197,0.92438,1.31044,0.83462,0.68669,0.74696,0.37438,1.9041,1.35959,1.57026,0.00149312,0.00149312,0.00149312
130,1715.19,1.48452,0.94209,1.32025,0.84811,0.68889,0.75182,0.39472,1.81634,1.29577,1.50227,0.00148916,0.00148916,0.00148916
131,1728.09,1.45733,0.89792,1.32095,0.87125,0.70308,0.76176,0.38371,1.86567,1.33424,1.54831,0.0014852,0.0014852,0.0014852
132,1741.16,1.49738,0.94589,1.35936,0.81336,0.71266,0.75618,0.37035,1.9407,1.34758,1.58711,0.00148124,0.00148124,0.00148124
133,1754.53,1.5135,1.0287,1.37726,0.8567,0.70849,0.75642,0.35729,1.95336,1.31391,1.60347,0.00147728,0.00147728,0.00147728
134,1767.61,1.48877,0.94727,1.33448,0.85912,0.69296,0.76608,0.41278,1.77816,1.32695,1.48555,0.00147332,0.00147332,0.00147332
135,1780.73,1.51499,0.99768,1.37297,0.86188,0.699,0.76502,0.41172,1.7887,1.2769,1.49593,0.00146936,0.00146936,0.00146936
136,1793.86,1.47209,0.93291,1.33671,0.84369,0.71852,0.76708,0.42229,1.72561,1.25725,1.45318,0.0014654,0.0014654,0.0014654
137,1807.87,1.48643,0.92212,1.34373,0.84219,0.72771,0.76599,0.416,1.80642,1.46907,1.49609,0.00146144,0.00146144,0.00146144
138,1820.93,1.47012,0.88305,1.30666,0.83799,0.7289,0.77109,0.40928,1.81748,1.29554,1.50867,0.00145748,0.00145748,0.00145748
139,1834.18,1.49582,0.94297,1.3353,0.86031,0.69985,0.77188,0.40886,1.83607,1.35226,1.51638,0.00145352,0.00145352,0.00145352
140,1847.22,1.46108,0.93223,1.31441,0.81289,0.71104,0.74869,0.37245,1.90935,1.31964,1.56982,0.00144956,0.00144956,0.00144956
141,1860.63,1.46916,0.94264,1.35979,0.83274,0.71934,0.75063,0.38084,1.89671,1.32426,1.56085,0.0014456,0.0014456,0.0014456
142,1873.89,1.4708,0.91112,1.33473,0.83824,0.7224,0.75685,0.38655,1.86074,1.28582,1.54727,0.00144164,0.00144164,0.00144164
143,1886.87,1.45793,0.90052,1.33581,0.84937,0.68994,0.75185,0.37653,1.89758,1.39477,1.5855,0.00143768,0.00143768,0.00143768
144,1900.59,1.46051,0.92709,1.33313,0.86166,0.70455,0.75955,0.3795,1.8854,1.46789,1.54456,0.00143372,0.00143372,0.00143372
