epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,70.1849,1.86197,1.75794,1.0978,0.3214,0.22314,0.2219,0.12824,1.7456,1.62659,1.07453,0.0802489,0.000199506,0.000199506
2,135.678,1.79998,1.67568,1.07842,0.33941,0.24375,0.23255,0.13441,1.7099,1.52429,1.05654,0.0604488,0.000399413,0.000399413
3,201.3,1.79157,1.66813,1.07761,0.33486,0.2535,0.23675,0.13729,1.69271,1.50983,1.0587,0.0406483,0.000598944,0.000598944
4,265.763,1.76459,1.62996,1.06919,0.3391,0.25609,0.25001,0.14491,1.66251,1.48135,1.05074,0.0208472,0.000797821,0.000797821
5,329.129,1.75061,1.60615,1.06498,0.36202,0.26013,0.25604,0.14735,1.64679,1.45172,1.03842,0.00104515,0.000995763,0.000995763
6,392.137,1.74044,1.58728,1.06174,0.36732,0.26789,0.26027,0.1506,1.64748,1.43464,1.03654,0.000994152,0.000994152,0.000994152
7,454.726,1.73515,1.58386,1.06289,0.35952,0.27723,0.26561,0.15515,1.62848,1.4187,1.0429,0.000991586,0.000991586,0.000991586
8,518.088,1.72762,1.57041,1.0593,0.3541,0.28029,0.26708,0.15697,1.62813,1.41886,1.03814,0.00098856,0.00098856,0.00098856
9,581.081,1.71136,1.54844,1.05599,0.36745,0.28524,0.27155,0.15934,1.61719,1.40079,1.03477,0.000985077,0.000985077,0.000985077
10,644.372,1.71088,1.54036,1.05654,0.37878,0.28697,0.27424,0.16054,1.60994,1.39658,1.03796,0.00098114,0.00098114,0.00098114
11,708.583,1.70656,1.5316,1.0539,0.3844,0.28307,0.27653,0.16298,1.60209,1.38694,1.03324,0.000976752,0.000976752,0.000976752
12,772.485,1.69702,1.51862,1.04928,0.38828,0.28693,0.27756,0.16323,1.59761,1.38289,1.03077,0.000971918,0.000971918,0.000971918
13,835.761,1.69423,1.5141,1.05298,0.38532,0.28907,0.28579,0.16723,1.58981,1.3797,1.03848,0.000966644,0.000966644,0.000966644
14,899.204,1.68407,1.50445,1.04904,0.40171,0.2957,0.29528,0.17229,1.57504,1.3517,1.02795,0.000960933,0.000960933,0.000960933
